0,1,668.25,626.40,101.25,120.83,0.93,-1,-1,-1
0,2,1726.65,750.60,113.40,136.35,0.92,-1,-1,-1
0,3,451.24,895.05,122.85,139.05,0.92,-1,-1,-1
0,4,1207.58,587.59,68.85,107.66,0.91,-1,-1,-1
0,5,311.51,640.24,99.90,127.91,0.91,-1,-1,-1
0,6,768.15,534.60,79.65,120.83,0.90,-1,-1,-1
0,7,933.53,294.30,44.55,90.79,0.90,-1,-1,-1
0,8,764.78,306.45,55.35,98.55,0.87,-1,-1,-1
0,9,1028.70,257.18,54.00,93.15,0.87,-1,-1,-1
0,10,1109.70,533.59,55.35,116.10,0.86,-1,-1,-1
0,11,168.08,356.74,79.65,101.25,0.84,-1,-1,-1
0,12,1318.95,310.67,54.00,97.71,0.83,-1,-1,-1
0,13,451.91,-3.02,43.20,66.04,0.81,-1,-1,-1
0,14,1332.45,355.73,64.80,103.27,0.79,-1,-1,-1
0,15,1048.28,9.79,41.85,67.08,0.77,-1,-1,-1
0,16,611.89,1048.28,50.62,118.80,0.70,-1,-1,-1
0,17,1183.28,7.80,31.05,71.97,0.68,-1,-1,-1
1,1,658.84,623.47,100.44,119.65,0.92,-1,-1,-1
1,2,1713.29,749.43,114.35,137.52,0.90,-1,-1,-1
1,3,426.39,895.05,124.52,141.39,0.90,-1,-1,-1
1,4,1192.74,582.90,71.57,112.35,0.89,-1,-1,-1
1,5,297.04,638.77,101.32,130.55,0.89,-1,-1,-1
1,6,747.37,535.19,79.03,120.24,0.90,-1,-1,-1
1,7,918.30,295.03,44.55,90.35,0.91,-1,-1,-1
1,8,757.76,305.42,55.32,98.11,0.90,-1,-1,-1
1,9,1016.67,257.76,53.46,92.56,0.83,-1,-1,-1
1,10,1093.33,532.12,55.28,116.69,0.85,-1,-1,-1
1,11,161.91,357.62,78.51,100.08,0.84,-1,-1,-1
1,12,1312.39,310.52,50.73,92.00,0.77,-1,-1,-1
1,13,450.34,-2.50,42.24,64.58,0.83,-1,-1,-1
1,14,1317.73,361.00,61.43,98.00,0.81,-1,-1,-1
1,15,1046.23,12.61,40.07,64.30,0.72,-1,-1,-1
1,16,613.18,1048.86,48.63,114.11,0.71,-1,-1,-1
1,17,1183.23,7.66,31.14,72.19,0.67,-1,-1,-1
2,1,647.60,622.18,99.23,118.13,0.92,-1,-1,-1
2,2,1699.86,750.28,113.71,137.72,0.89,-1,-1,-1
2,3,401.97,894.53,123.82,141.80,0.92,-1,-1,-1
2,4,1179.15,580.03,73.43,116.26,0.89,-1,-1,-1
2,5,279.45,640.35,99.16,129.70,0.86,-1,-1,-1
2,6,726.77,533.97,79.27,121.19,0.91,-1,-1,-1
2,7,905.67,296.48,44.55,90.01,0.88,-1,-1,-1
2,8,747.55,305.12,54.36,95.27,0.88,-1,-1,-1
2,9,1002.71,256.41,53.95,93.91,0.85,-1,-1,-1
2,10,1082.34,529.25,55.89,118.36,0.86,-1,-1,-1
2,11,163.37,356.97,78.05,99.35,0.85,-1,-1,-1
2,12,1305.00,311.17,46.53,84.96,0.77,-1,-1,-1
2,13,449.48,-2.27,41.68,63.75,0.81,-1,-1,-1
2,14,1306.02,357.05,63.16,101.41,0.73,-1,-1,-1
2,15,1043.14,11.36,40.98,65.98,0.68,-1,-1,-1
2,16,612.50,1048.43,50.08,117.60,0.72,-1,-1,-1
2,17,1183.15,7.53,31.29,72.56,0.64,-1,-1,-1
3,1,631.11,620.53,100.31,120.02,0.90,-1,-1,-1
3,2,1679.74,750.05,112.83,138.79,0.88,-1,-1,-1
3,3,386.30,891.80,124.84,143.93,0.91,-1,-1,-1
3,4,1166.88,574.64,76.02,121.49,0.89,-1,-1,-1
3,5,259.67,640.37,98.19,130.40,0.89,-1,-1,-1
3,6,712.10,528.70,81.14,124.58,0.91,-1,-1,-1
3,7,893.37,296.78,44.28,90.30,0.82,-1,-1,-1
3,8,732.85,303.60,56.46,97.14,0.88,-1,-1,-1
